,name,street,city,state,zip,phone,reviews,rating,priceRange,Latitude,Longitude,County,Country,twitter_sentiment
340,Peter’s Grill,519 E Gude Dr,Rockville,MD,20850,(301) 424-1111,102.0,4.5,10.0,39.106309,-77.15190799999998,Montgomery County,US,[0.0]
341,IHOP,3425 A Jefferson Davis Hwy,Alexandria,VA,22305,(703) 519-4220,92.0,3.0,20.0,38.838576,-77.051863,Alexandria city,US,[0.0]
342,Juniper Restaurant,2401 M St NW,Washington,DC,20037,(202) 457-5020,93.0,3.5,30.0,38.905549,-77.051774,District of Columbia,US,[0.0]
343,Einstein Bros Bagels,"1 Aviation Cir, South Pier, Terminal B",Washington,DC,20001,(703) 417-1624,38.0,2.5,10.0,38.911936,-77.016719,District of Columbia,US,[0.0]
344,Dip N Rolls,8737 Colesville Rd,Silver Spring,MD,20910,(202) 400-0633,20.0,4.5,10.0,38.998721,-77.025715,Montgomery County,US,[0.0]
345,Dos Gringos Cafe,3116 Mt. Pleasant St NW,Washington,DC,20010,(202) 462-1159,161.0,3.0,10.0,38.932711,-77.030248,District of Columbia,US,[0.0]
346,First Watch,14700 Baltimore Ave,Laurel,MD,20707,(301) 498-3447,129.0,3.5,20.0,39.094047,-76.856945,Prince George's County,US,[0.0]
347,Casablanca Cafe,8325 Old Marlboro Pike,Upper Marlboro,MD,20772,(301) 735-5888,10.0,3.5,20.0,38.837028,-76.86200500000002,Prince George's County,US,[0.0]
348,Del Ray Cafe,205 E Howell Ave,Alexandria,VA,22301,(703) 717-9151,345.0,4.0,20.0,38.823855,-77.05771800000002,Alexandria city,US,[0.0]
349,IHOP,3425 A Jefferson Davis Hwy,Alexandria,VA,22305,(703) 519-4220,92.0,3.0,20.0,38.838576,-77.051863,Alexandria city,US,[0.0]
350,Einstein Bros Bagels,"1 Aviation Cir, South Pier, Terminal B",Washington,DC,20001,(703) 417-1624,38.0,2.5,10.0,38.911936,-77.016719,District of Columbia,US,[0.0]
351,Juniper Restaurant,2401 M St NW,Washington,DC,20037,(202) 457-5020,93.0,3.5,30.0,38.905549,-77.051774,District of Columbia,US,[0.0]
352,IHOP,6171 Oxon Hill Rd,Oxon Hill,MD,20745,(301) 839-4468,25.0,2.5,20.0,38.80458400000001,-76.98083199999998,Prince George's County,US,[0.0]
353,Dos Gringos Cafe,3116 Mt. Pleasant St NW,Washington,DC,20010,(202) 462-1159,161.0,3.0,10.0,38.932711,-77.030248,District of Columbia,US,[0.0]
354,Seasons 52,11414 Rockville Pike,North Bethesda,MD,20852,(301) 984-5252,443.0,3.5,30.0,39.042222,-77.11081300000002,Montgomery County,US,[0.0]
355,Del Ray Cafe,205 E Howell Ave,Alexandria,VA,22301,(703) 717-9151,345.0,4.0,20.0,38.823855,-77.05771800000002,Alexandria city,US,[0.0]
356,IHOP,12251 Tech Rd,Silver Spring,MD,20904,(301) 680-1920,64.0,4.0,10.0,39.054424,-76.967675,Montgomery County,US,[0.0]
357,Wapa Cafe Boutique,6230 Georgia Ave Nw,Washington,DC,20011,(202) 291-2224,82.0,4.5,10.0,38.965879,-77.027893,District of Columbia,US,[0.0]
358,Gathering Grounds Cafe,10637 Braddock Rd,Fairfax,VA,22032,(703) 278-5400,47.0,4.0,10.0,38.825487,-77.314676,Fairfax County,US,[0.0]
359,PB’s Coffee & Dessert,5562 Norbeck Rd,Rockville,MD,20853,(301) 460-1072,17.0,4.0,10.0,39.094905,-77.11301800000003,Montgomery County,US,[0.0]
360,Outta The Way Cafe,17503 Redland Rd,Derwood,MD,20855,(301) 963-6895,92.0,3.5,20.0,39.139105,-77.14348299999997,Montgomery County,US,[0.0]
361,Silver Diner,3081 Festival Way,Waldorf,MD,20601,(301) 645-1224,197.0,4.0,20.0,38.628115,-76.910674,Charles County,US,[0.0]
362,Tunnicliff’s Tavern,222 7th St  SE,Washington,DC,20003,(202) 544-5680,270.0,3.5,20.0,38.886607,-76.995848,District of Columbia,US,[0.0]
363,Bayou Bakery,901 Pennsylvania Ave SE,Washington,DC,20003,(202) 664-5307,121.0,3.5,10.0,38.883153,-76.993523,District of Columbia,US,[0.0]
364,Ted’s Bulletin,11948 Market St,Reston,VA,20190,(703) 956-9510,465.0,3.5,20.0,38.958922,-77.35834,Fairfax County,US,[0.0]
365,"Crepes At The Market, Eastern Market",7th St SE and N Carolina Ave SE,Washington,DC,20003,,159.0,4.5,10.0,38.887384,-76.996196,District of Columbia,US,[0.0]
366,First Watch,13027 Lee Jackson Memorial Highway,Chantilly,VA,22033,(703) 263-2344,207.0,4.0,20.0,38.878693,-77.39753499999998,Fairfax County,US,[0.0]
367,The Olney Tavern,18200 Georgia Ave,Olney,MD,20832,(301) 260-0500,82.0,3.5,20.0,39.154768,-77.06744,Montgomery County,US,[0.0]
368,Bagel Cafe,300 Elden St,Herndon,VA,20170,(703) 318-7555,264.0,4.0,10.0,38.96751,-77.372364,Fairfax County,US,[0.0]
369,Donut King,3727 University Blvd W,Kensington,MD,20895,(301) 949-3464,57.0,3.0,10.0,39.03216,-77.074717,Montgomery County,US,[0.0]
370,Granville Moore’s,1238 H St NE,Washington,DC,20002,(202) 399-2546,882.0,4.0,20.0,38.90035,-76.989657,District of Columbia,US,[0.0]
371,ChurchKey,1337 14th St NW,Washington,DC,20005,(202) 567-2576,1175.0,4.0,20.0,38.908482,-77.031607,District of Columbia,US,[1.5909090909090908]
372,PB’s Coffee & Dessert,5562 Norbeck Rd,Rockville,MD,20853,(301) 460-1072,17.0,4.0,10.0,39.094905,-77.11301800000003,Montgomery County,US,[0.0]
373,VIA 19,1140 19th St NW,Washington,DC,20036,(202) 429-8889,27.0,2.5,20.0,38.904954,-77.043881,District of Columbia,US,[1.5909090909090908]
374,Brookland’s Finest,3126 12th St NE,Washington,DC,20017,(202) 636-0050,280.0,4.0,20.0,38.929371,-76.990994,District of Columbia,US,[0.0]
375,Sixth Engine,438 Massachusetts Ave NW,Washington,DC,20001,(202) 506-2455,334.0,3.5,20.0,38.900233,-77.017273,District of Columbia,US,[0.0]
376,Jardenea,2430 Pennsylvania Ave NW,Washington,DC,20037,(202) 955-6400,95.0,4.0,30.0,38.903012,-77.052678,District of Columbia,US,[0.0]
377,The Alibi,237 2nd St NW,Washington,DC,20001,(202) 347-2237,85.0,4.5,20.0,38.89341500000001,-77.013465,District of Columbia,US,[0.0]
378,Vienna Fire Station,400 Center St S,Vienna,VA,22180,(703) 938-2242,1.0,5.0,,38.898997,-77.261586,Fairfax County,US,[0.0]
379,Cody’s Bar & Grill,10716 Richmond Hwy,Lorton,VA,22079,(703) 888-3531,58.0,4.0,20.0,38.670262,-77.238825,Fairfax County,US,[0.0]
380,Mark’s Kitchen,7006 Carroll Ave,Takoma Park,MD,20912,(301) 270-1884,335.0,4.0,20.0,38.974985,-77.012153,Montgomery County,US,[0.0]
381,BLT Grill,9623 Lost Knife Rd,Gaithersburg,MD,20877,(301) 977-6575,107.0,4.5,10.0,39.153059000000006,-77.198758,Montgomery County,US,[0.0]
382,Boundary Stone,116 Rhode Island Ave NW,Washington,DC,20001,(202) 621-6635,354.0,4.0,20.0,38.915218,-77.012754,District of Columbia,US,[0.0]
383,Rips Country Inn,3809 Crain Hwy,Bowie,MD,20716,(301) 805-5900,135.0,3.5,20.0,38.926311,-76.709789,Prince George's County,US,[0.0]
384,Waffle King’s Virginia Kitchen,450 Elden St,Herndon,VA,20170,(703) 471-0808,243.0,3.5,10.0,38.968308,-77.375452,Fairfax County,US,[0.0]
385,The Fainting Goat,1330 U St NW,Washington,DC,20009,,372.0,4.0,20.0,38.916798,-77.030878,District of Columbia,US,[0.0]
386,Cafein,13924 Metrotech Dr,Chantilly,VA,20151,(703) 961-1081,195.0,4.5,10.0,38.896488,-77.423985,Fairfax County,US,[0.0]
387,Cafe Deluxe,2201 M St NW,Washington,DC,20037,(202) 524-7815,143.0,3.5,20.0,38.9055,-77.049064,District of Columbia,US,[1.5909090909090908]
388,Barking Mad Cafe,239 Spectrum Ave,Gaithersburg,MD,20879,(240) 297-6230,114.0,3.5,20.0,39.173,-77.185542,Montgomery County,US,[0.0]
389,Tropical Smoothie Cafe,6110-A Arlington Blvd,Falls Church,VA,22044,(703) 992-8004,29.0,4.0,10.0,38.868923,-77.143957,Fairfax County,US,[0.0]
390,Clyde’s of Georgetown,3236 M St NW,Washington,DC,20007,(202) 333-9180,684.0,4.0,20.0,38.904999,-77.064022,District of Columbia,US,[0.0]
391,Capital City Cheesecake,7071 Carroll Ave,Takoma Park,MD,20912,(301) 270-7260,201.0,4.0,10.0,38.975189,-77.009447,Montgomery County,US,[0.0]
392,Outta The Way Cafe,17503 Redland Rd,Derwood,MD,20855,(301) 963-6895,92.0,3.5,20.0,39.139105,-77.14348299999997,Montgomery County,US,[0.0]
393,Room 11,3234 11th St NW,Washington,DC,20010,(202) 332-3234,407.0,4.0,20.0,38.930495,-77.02815,District of Columbia,US,[0.0]
394,Simit + Smith,1077 Wisconsin Ave NW,Washington,DC,20007,(202) 758-0553,67.0,4.0,10.0,38.904789,-77.062572,District of Columbia,US,[0.0]
395,Saratoga Pizzeria & Grill,8050 Rolling Rd,Springfield,VA,22153,(703) 455-0044,117.0,4.0,20.0,38.740419,-77.212102,Fairfax County,US,[0.0]
396,Silver Diner,3081 Festival Way,Waldorf,MD,20601,(301) 645-1224,197.0,4.0,20.0,38.628115,-76.910674,Charles County,US,[0.0]
397,The Olney Tavern,18200 Georgia Ave,Olney,MD,20832,(301) 260-0500,82.0,3.5,20.0,39.154768,-77.06744,Montgomery County,US,[0.0]
398,Silver,7150 Woodmont Ave,Bethesda,MD,20815,(301) 652-9780,141.0,3.5,20.0,38.979865,-77.093588,Montgomery County,US,[0.0]
399,Orchard Cafe,8777 Piney Orchard Pkwy,Odenton,MD,21113,(410) 695-0666,60.0,4.0,10.0,39.068597,-76.714997,Anne Arundel County,US,[0.0]
400,Sweetgrass: Low Country Cooking,7401 Surratts Rd,Clinton,MD,20735,(301) 856-4500,9.0,1.5,20.0,38.748415,-76.87832900000002,Prince George's County,US,[0.0]
401,ChurchKey,1337 14th St NW,Washington,DC,20005,(202) 567-2576,1175.0,4.0,20.0,38.908482,-77.031607,District of Columbia,US,[1.5909090909090908]
402,La Casa Pizzeria Restaurant,4551 Duke St,Alexandria,VA,22304,(703) 370-3600,111.0,4.0,20.0,38.813057,-77.11125799999998,Alexandria city,US,[0.0]
403,Brookland’s Finest,3126 12th St NE,Washington,DC,20017,(202) 636-0050,280.0,4.0,20.0,38.929371,-76.990994,District of Columbia,US,[0.0]
404,Community Canteen,11950 Democracy Dr,Reston,VA,20190,(703) 707-9442,152.0,3.5,10.0,38.95807,-77.359543,Fairfax County,US,[0.0]
405,VIA 19,1140 19th St NW,Washington,DC,20036,(202) 429-8889,27.0,2.5,20.0,38.904954,-77.043881,District of Columbia,US,[1.5909090909090908]
406,Sixth Engine,438 Massachusetts Ave NW,Washington,DC,20001,(202) 506-2455,334.0,3.5,20.0,38.900233,-77.017273,District of Columbia,US,[0.0]
407,Jardenea,2430 Pennsylvania Ave NW,Washington,DC,20037,(202) 955-6400,95.0,4.0,30.0,38.903012,-77.052678,District of Columbia,US,[0.0]
408,The Alibi,237 2nd St NW,Washington,DC,20001,(202) 347-2237,85.0,4.5,20.0,38.89341500000001,-77.013465,District of Columbia,US,[0.0]
409,GTown Bites,3206 O St NW,Washington,DC,20007,(202) 450-3320,56.0,4.0,10.0,38.907706,-77.063846,District of Columbia,US,[0.0]
410,Bruegger’s Bagels,818 N Quincy Street,Arlington,VA,22203,(703) 248-0980,99.0,2.5,10.0,38.880331,-77.107845,Arlington County,US,[0.0]
411,"Bayou Bakery, Coffee Bar & Eatery",1515 N Courthouse Rd,Arlington,VA,22201,(571) 384-2181,617.0,3.5,10.0,38.891181,-77.08363299999998,Arlington County,US,[0.0]
412,Cinthia’s Bakery,5037 Columbia Pike,Arlington,VA,22204,(703) 998-2375,17.0,2.5,20.0,38.855525,-77.114011,Arlington County,US,[0.0]
413,Tropical Smoothie Cafe,6110-A Arlington Blvd,Falls Church,VA,22044,(703) 992-8004,29.0,4.0,10.0,38.868923,-77.143957,Fairfax County,US,[0.0]
414,Leopolds Kafe and Konditorei,3315 M St NW,Washington,DC,20007,(202) 965-6005,,,,38.905247,-77.066511,District of Columbia,US,[0.0]
415,Capital City Cheesecake,7071 Carroll Ave,Takoma Park,MD,20912,(301) 270-7260,201.0,4.0,10.0,38.975189,-77.009447,Montgomery County,US,[0.0]
416,City Tap House,901 I St NW,Washington,DC,20001,(202) 733-5333,979.0,4.0,20.0,38.901178,-77.01517199999998,District of Columbia,US,[0.0]
417,The Pub by Wegmans,7905 Hilltop Village Center Dr,Alexandria,VA,22315,(571) 527-2465,62.0,3.0,20.0,38.742388,-77.16177900000002,Fairfax County,US,[0.0]
418,IHOP,935 N Stafford St,Arlington,VA,22203,(703) 522-3118,115.0,3.0,20.0,38.88205,-77.11005300000002,Arlington County,US,[0.0]
419,Crepes-A-Go-Go,514 Main St,Gaithersburg,MD,20878,(301) 519-9777,159.0,3.5,10.0,39.121057,-77.235573,Montgomery County,US,[0.0]
420,The Airport Cafe,7940 Airpark Rd,Gaithersburg,MD,20879,(240) 406-8623,34.0,4.0,10.0,39.167811,-77.162334,Montgomery County,US,[0.0]
421,Paul Bakery & Cafe,2000 Pennsylvania Ave NW,Washington,DC,20052,(202) 524-4655,91.0,3.0,20.0,38.900355,-77.045776,District of Columbia,US,[1.5909090909090908]
422,Silver,7150 Woodmont Ave,Bethesda,MD,20815,(301) 652-9780,141.0,3.5,20.0,38.979865,-77.093588,Montgomery County,US,[0.0]
423,Clyde’s of Georgetown,3236 M St NW,Washington,DC,20007,(202) 333-9180,684.0,4.0,20.0,38.904999,-77.064022,District of Columbia,US,[0.0]
424,Room 11,3234 11th St NW,Washington,DC,20010,(202) 332-3234,407.0,4.0,20.0,38.930495,-77.02815,District of Columbia,US,[0.0]
425,The Brown Box Eatery,1109 Odenton Rd,Odenton,MD,21113,(410) 674-2269,122.0,4.0,10.0,39.078254,-76.68558,Anne Arundel County,US,[0.0]
426,Simit + Smith,1077 Wisconsin Ave NW,Washington,DC,20007,(202) 758-0553,67.0,4.0,10.0,38.904789,-77.062572,District of Columbia,US,[0.0]
427,Enbela Market & Carry Out,7849 Eastern Ave Silver,Silver Spring,MD,20910,(301) 326-4023,1.0,5.0,,38.985827,-77.027752,Montgomery County,US,[0.0]
428,Trummer’s On Main,7134 Main St,Clifton,VA,20124,(703) 266-1623,334.0,4.0,30.0,38.781176,-77.387662,Fairfax County,US,[0.0]
429,Maketto,1351 H St NE,Washington,DC,20002,(202) 838-9972,422.0,4.0,20.0,38.900048,-76.987033,District of Columbia,US,[0.0]
430,Deli Works,2136 Crystal Plaza Arc,Arlington,VA,22202,(703) 415-1515,12.0,2.5,10.0,38.855157,-77.05040699999998,Arlington County,US,[0.0]
431,The Greenhouse,1200 16th St NW,Washington,DC,20036,(202) 448-2300,30.0,3.5,30.0,38.905938,-77.036956,District of Columbia,US,[1.5909090909090908]
432,Barking Mad Cafe,239 Spectrum Ave,Gaithersburg,MD,20879,(240) 297-6230,114.0,3.5,20.0,39.173,-77.185542,Montgomery County,US,[0.0]
433,Roofers Union,2446 18th St NW,Washington,DC,20009,(202) 232-7663,252.0,3.5,20.0,38.921833,-77.042698,District of Columbia,US,[0.0]
434,Fare Well,406 H St NE,Washington,DC,20002,(202) 367-9600,111.0,4.0,20.0,38.900354,-77.000517,District of Columbia,US,[0.0]
435,Woodfield Diner,18544 Woodfield Rd,Gaithersburg,MD,20879,(301) 963-6100,47.0,4.0,10.0,39.16917700000001,-77.154492,Montgomery County,US,[0.0]
436,The Tavern at the Henley Park,926 Massachusetts Ave NW,Washington,DC,20001,(202) 414-0500,41.0,3.5,20.0,38.903147,-77.025708,District of Columbia,US,[1.5909090909090908]
437,The Pitch Tavern,4015 Georgia Ave NW,Washington,DC,20011,(202) 560-5142,65.0,4.0,20.0,38.940262,-77.024703,District of Columbia,US,[0.0]
438,Newington Cafe and Grill,8000 Haute Ct,Springfield,VA,22150,(703) 372-5808,3.0,4.5,10.0,38.741154,-77.194011,Fairfax County,US,[0.0]
439,The White Rabbit,1402 Odenton Rd,Odenton,MD,21113,(410) 805-4500,11.0,4.5,10.0,39.087126,-76.706345,Anne Arundel County,US,[0.0]
440,Mosaic Cuisine & Cafe,186 Halpine Rd,Rockville,MD,20852,(301) 468-0682,316.0,4.0,20.0,39.06004,-77.126894,Montgomery County,US,[0.0]
441,Silver Diner,11951 Killingsworth Ave,Reston,VA,20194,(703) 742-0801,191.0,3.5,20.0,38.966665,-77.358649,Fairfax County,US,[0.0]
442,Fresh Kitchen,2650 Jefferson Davis Highway,Arlington,VA,22202,(703) 842-1240,5.0,2.0,20.0,38.849465,-77.053379,Arlington County,US,[0.0]
443,Silver Diner,14375 Smoketown Rd,Dale City,VA,22192,(703) 643-2363,218.0,4.0,20.0,38.639376,-77.298661,Prince William County,US,[0.0]
444,Metro Cafe,139 Spring St,Herndon,VA,20170,(703) 471-6133,30.0,4.0,10.0,38.957855,-77.37324100000002,Fairfax County,US,[0.0]
445,Linda’s Cafe,5050 Lee Hwy,Arlington,VA,22207,(703) 538-2542,140.0,3.5,10.0,38.907416,-77.122344,Arlington County,US,[0.0]
446,Mike & Sons Sub Shop,5404 Randolph Rd,Rockville,MD,20852,(301) 468-9066,96.0,4.0,10.0,39.053384,-77.106953,Montgomery County,US,[0.0]
447,Kangaroo Boxing Club,3410 11th St Nw,Washington,DC,20010,(202) 505-4522,334.0,4.0,20.0,38.932143,-77.028536,District of Columbia,US,[0.0]
448,Bird Kitchen and Cocktails,3801 34th St,Mount Rainier,MD,20712,(240) 467-3089,106.0,4.0,20.0,38.936688,-76.960414,Prince George's County,US,[0.0]
449,Jack’s Famous Deli,4315 Forbes Blvd,Lanham,MD,20706,(301) 577-1169,12.0,3.0,10.0,38.949583,-76.830024,Prince George's County,US,[0.0]
450,Tavern 64,1800 Presidents St,Reston,VA,20190,(703) 925-8250,162.0,3.5,20.0,38.958254,-77.35576800000003,Fairfax County,US,[0.0]
451,Mankira Coffee,13881 Outlet Dr,Silver Spring,MD,20904,(240) 560-6604,17.0,4.5,20.0,39.082701,-76.94676199999998,Montgomery County,US,[0.0]
452,Metro Cafeteria,2650 Park Tower Dr,Vienna,VA,22180,(703) 560-2111,2.0,4.5,10.0,38.882846,-77.227034,Fairfax County,US,[0.0]
453,So’s Your Mom,1831 Columbia Rd NW,Washington,DC,20009,(202) 462-3666,260.0,4.0,10.0,38.921695,-77.043774,District of Columbia,US,[0.0]
454,Arcuri,2400 Wisconsin Ave NW,Washington,DC,20007,(202) 827-8745,155.0,4.0,20.0,38.921197,-77.072388,District of Columbia,US,[0.0]
455,Bar Deco,717 6th St NW,Washington,DC,20001,(202) 774-5867,153.0,3.5,20.0,38.898951,-77.01957900000002,District of Columbia,US,[0.0]
456,Nage,1600 Rhode Island Ave NW,Washington,DC,20036,(202) 448-8005,342.0,3.5,20.0,38.906666,-77.036971,District of Columbia,US,[1.5909090909090908]
457,CIRCA at Dupont,1601 Connecticut Ave NW,Washington,DC,20009,(202) 667-1601,532.0,3.5,20.0,38.911376,-77.044089,District of Columbia,US,[0.0]
458,Le Bon Cafe,210 2nd St SE,Washington,DC,20003,(202) 547-7200,110.0,3.5,10.0,38.88704600000001,-77.0033,District of Columbia,US,[0.0]
459,Ben’s Upstairs,1001 H St NE,Washington,DC,20002,(202) 733-2405,57.0,3.5,20.0,38.900052,-76.992645,District of Columbia,US,[0.0]
460,Cafe Pizzaiolo,1623 Fern St,Alexandria,VA,22302,(703) 894-2250,153.0,3.0,20.0,38.829602,-77.084317,Alexandria city,US,[0.0]
461,Kafe Bohem,606 Florida Ave NW,Washington,DC,20001,(202) 735-5895,80.0,4.0,20.0,38.91538,-77.020303,District of Columbia,US,[0.0]
462,Asado Brasserie,4095 Powder Mill Rd,Beltsville,MD,20705,(301) 937-4422,2.0,4.0,,39.047462,-76.93457,Prince George's County,US,[0.0]
463,The Royal,501 Florida Ave NW,Washington,DC,20001,(202) 332-7777,87.0,4.0,20.0,38.914997,-77.018556,District of Columbia,US,[0.0]
464,Oby Lee,3000 N Washington Blvd,Arlington,VA,22201,(571) 257-5054,346.0,4.5,20.0,38.884894,-77.094128,Arlington County,US,[0.0]
465,Meridian Pint,3400 11th St NW,Washington,DC,20010,(202) 588-1075,560.0,3.5,20.0,38.931986,-77.028531,District of Columbia,US,[0.0]
466,Fyve Restaurant Lounge,1250 South Hayes Street,Arlington,VA,22202,(703) 415-5000,86.0,4.0,30.0,38.86244600000001,-77.060565,Arlington County,US,[0.0]
467,Maketto,1351 H St NE,Washington,DC,20002,(202) 838-9972,422.0,4.0,20.0,38.900048,-76.987033,District of Columbia,US,[0.0]
468,RIS,2275 L St NW,Washington,DC,20037,(202) 730-2500,361.0,3.5,30.0,38.903956,-77.04979499999997,District of Columbia,US,[1.5909090909090908]
469,Maketto,1351 H St NE,Washington,DC,20002,(202) 838-9972,422.0,4.0,20.0,38.900048,-76.987033,District of Columbia,US,[0.0]
470,RIS,2275 L St NW,Washington,DC,20037,(202) 730-2500,361.0,3.5,30.0,38.903956,-77.04979499999997,District of Columbia,US,[1.5909090909090908]
471,Deli Works,2136 Crystal Plaza Arc,Arlington,VA,22202,(703) 415-1515,12.0,2.5,10.0,38.855157,-77.05040699999998,Arlington County,US,[0.0]
472,Amphora Diner,1151 Elden St,Herndon,VA,20170,(703) 925-0900,290.0,3.0,20.0,38.963857,-77.39721899999998,Fairfax County,US,[0.0]
473,The Greenhouse,1200 16th St NW,Washington,DC,20036,(202) 448-2300,30.0,3.5,30.0,38.905938,-77.036956,District of Columbia,US,[1.5909090909090908]
474,Fare Well,406 H St NE,Washington,DC,20002,(202) 367-9600,111.0,4.0,20.0,38.900354,-77.000517,District of Columbia,US,[0.0]
475,Roofers Union,2446 18th St NW,Washington,DC,20009,(202) 232-7663,252.0,3.5,20.0,38.921833,-77.042698,District of Columbia,US,[0.0]
476,Bread & Chocolate,611 King St,Alexandria,VA,22314,(703) 548-0992,140.0,3.0,20.0,38.805079,-77.046291,Alexandria city,US,[0.0]
477,The Pitch Tavern,4015 Georgia Ave NW,Washington,DC,20011,(202) 560-5142,65.0,4.0,20.0,38.940262,-77.024703,District of Columbia,US,[0.0]
478,Eggspectation,5009 Westone Dr,Chantilly,VA,20151,(703) 263-7444,503.0,3.5,20.0,38.86957,-77.443993,Fairfax County,US,[0.0]
479,Nancy’s Kitchen,3808 International Dr,Silver Spring,MD,20906,(301) 598-1886,20.0,2.5,20.0,39.103556,-77.075963,Montgomery County,US,[0.0]
480,Smith & Clarkson’s Deli,6030-H Burke Commons Rd,Burke,VA,22015,(703) 543-7701,45.0,3.5,10.0,38.78797,-77.29943,Fairfax County,US,[0.0]
481,Loaves & Leaves,12018 Sunrise Valley Dr,Reston,VA,20191,(703) 391-2500,13.0,3.0,10.0,38.948449,-77.361756,Fairfax County,US,[0.0]
482,Point Chaud Café & Crêpes,1012 14th St NW,Washington,DC,20005,(202) 783-0304,178.0,3.5,10.0,38.903195,-77.032395,District of Columbia,US,[1.5909090909090908]
483,Corner Bakery Cafe,10327 Westlake Dr,Bethesda,MD,20817,(301) 469-8853,75.0,2.5,20.0,39.026569,-77.147715,Montgomery County,US,[0.0]
484,Montrose Deli,6001 Montrose Rd,Rockville,MD,20852,(301) 468-3050,5.0,3.5,,39.053176,-77.12076,Montgomery County,US,[0.0]
485,Liberty Tree,1016 H St NE,Washington,DC,20002,(202) 396-8733,212.0,3.5,20.0,38.90035200000001,-76.992502,District of Columbia,US,[0.0]
486,District Doughnut and Coffee,749 8th St SE,Washington,DC,20003,(202) 750-1955,322.0,4.0,20.0,38.879635,-76.995253,District of Columbia,US,[0.0]
487,Baltimore Coffee & Tea,1110 Town Center Blvd,Odenton,MD,21113,(410) 874-3573,74.0,4.5,10.0,39.088556,-76.709356,Anne Arundel County,US,[0.0]
488,Corner Bakery Cafe,3903-B Fair Ridge Dr,Fairfax,VA,22033,(703) 934-8703,56.0,3.5,20.0,38.873262,-77.37342,Fairfax County,US,[0.0]
489,IHOP,6254 Duke St,Alexandria,VA,22312,(703) 658-2163,56.0,2.5,10.0,38.816715,-77.141217,Alexandria city,US,[0.0]
490,Sora Ethiopian Market,5145-C Duke St,Alexandria,VA,22304,(703) 566-3855,14.0,4.5,20.0,38.812567,-77.12116999999998,Alexandria city,US,[0.0]
491,14 K Restaurant & Lounge,1001 14th St NW,Washington,DC,20005,(202) 218-7575,182.0,3.0,20.0,38.90292,-77.031587,District of Columbia,US,[1.5909090909090908]
492,Tune Inn,331 Pennsylvania Ave SE,Washington,DC,20003,(202) 543-2725,364.0,3.5,10.0,38.886369,-77.00109,District of Columbia,US,[0.0]
493,Baked & Wired,1052 Thomas Jefferson St NW,Washington,DC,20007,(202) 333-2500,2960.0,4.5,20.0,38.903879,-77.060435,District of Columbia,US,[0.0]
494,Teddy & The Bully Bar,1200 19th St NW,Washington,DC,20036,(202) 872-8700,382.0,3.5,30.0,38.906107,-77.043869,District of Columbia,US,[1.5909090909090908]
495,Milk & Honey Cafe,10606 Baltimore Ave,Beltsville,MD,20705,(301) 477-2195,12.0,4.5,20.0,39.029265,-76.916038,Prince George's County,US,[0.0]
496,Mediterranean Cafe,1405 Research Blvd,Rockville,MD,20850,(301) 340-7567,9.0,4.0,10.0,39.091177,-77.17768000000002,Montgomery County,US,[0.0]
497,La Colombe Coffee,924 Rear N St NW,Washington,DC,20001,(202) 289-4850,367.0,4.5,10.0,38.911936,-77.016719,District of Columbia,US,[0.0]
498,Anita’s New Mexico Style Mexican Food,521 E Maple Ave,Vienna,VA,22180,(703) 255-1001,184.0,3.0,20.0,38.894614,-77.27538100000002,Fairfax County,US,[0.0]
499,Sully Cafe,14240 Sullyfield Cir,Chantilly,VA,20151,(703) 968-0010,26.0,4.0,10.0,38.889497,-77.43741999999997,Fairfax County,US,[0.0]
500,Decadence,6204 Georgia Ave NW,Washington,DC,20011,(202) 300-7870,11.0,4.5,20.0,38.965184,-77.027953,District of Columbia,US,[0.0]
501,Sunny’s Grill,1405 Research Blvd,Rockville,MD,20850,(301) 340-7567,2.0,3.5,,39.091177,-77.17768000000002,Montgomery County,US,[0.0]
502,IHOP,8905 Woodyard Rd,Clinton,MD,20735,(301) 868-4356,28.0,2.5,20.0,38.767498,-76.886356,Prince George's County,US,[0.0]
503,Brooklyn Bagel Bakery,2055 Wilson Blvd,Arlington,VA,22201,(703) 243-4442,484.0,4.0,10.0,38.89177,-77.084261,Arlington County,US,[0.0]
504,Bruegger’s Bagels,606 King Street,Alexandria,VA,22314,(703) 683-0080,77.0,3.0,10.0,38.804851,-77.046193,Alexandria city,US,[0.0]
505,Freshii,9613 E Medical Center Dr,Rockville,MD,20850,(240) 328-1073,50.0,3.5,10.0,39.103427,-77.19657099999998,Montgomery County,US,[0.0]
506,DBGB Kitchen and Bar,931 H St NW,Washington,DC,20001,(202) 695-7660,309.0,3.5,30.0,38.899961,-77.02457700000002,District of Columbia,US,[0.0]
507,IHOP,9003 Central Ave,Capitol Heights,MD,20743,(301) 324-9003,60.0,2.5,10.0,38.890998,-76.850165,Prince George's County,US,[0.0]
508,Rhodeside Grill,1836 Wilson Blvd,Arlington,VA,22201,(703) 243-0145,259.0,3.5,20.0,38.893028,-77.08029499999998,Arlington County,US,[0.0]
509,IHOP,9003 Central Ave,Capitol Heights,MD,20743,(301) 324-9003,60.0,2.5,10.0,38.890998,-76.850165,Prince George's County,US,[0.0]
510,Rhodeside Grill,1836 Wilson Blvd,Arlington,VA,22201,(703) 243-0145,259.0,3.5,20.0,38.893028,-77.08029499999998,Arlington County,US,[0.0]
