,Name,StreetAddress,City,State,Zip,Phone,NumberofReviews,Rating,PriceRanges
679,Twist Cafe & Deli,None,Falls Church, ,22041,(703) 998-2542,17,4.5,$
680,Twist Cafe & Deli,None,Falls Church, ,22041,(703) 998-2542,17,4.5,$
681,Krispy Kreme Doughnuts,None,Washington, ,20036,(202) 463-0414,168,3.5,$
682,Silver Diner,None,Rockville, ,20852,(301) 770-2828,469,4.0,$$
683,The Black Squirrel,None,Washington, ,20009,(202) 232-1011,287,3.5,$$
684,Booeymonger,None,Washington, ,20015,(202) 686-5805,160,3.5,$
685,21M Lounge,None,Washington, ,20036,(202) 530-3621,12,3.5,$$
686,Vermilion,None,Alexandria, ,22314,(703) 684-9669,624,4.0,$$$
687,Ramparts,None,Alexandria, ,22302,(703) 998-6616,164,3.5,$$
688,Spring Mill Bread,None,Washington, ,20003,(202) 547-9190,111,3.5,$
689,Urban Cafe - It’s Delicious!,None,Washington, ,20005,,2,3.0,
690,Westend Bistro,None,Washington, ,20037,(202) 835-0500,258,3.5,$$$
691,TAKODA Restaurant & Beer Garden,None,Washington, ,20001,(202) 525-1252,135,3.5,$$
692,BRABO,None,Alexandria, ,22314,(703) 894-3440,369,4.0,$$$
693,Dogwood Tavern,None,Falls Church, ,22046,(703) 237-8333,319,3.5,$$
694,The Oval Room,None,Washington, ,20006,(202) 463-8700,261,3.5,$$$
695,Eatbar,None,Washington, ,20003,(202) 847-4827,47,4.5,$$
696,Emily’s Kitchen,None,Alexandria, ,22304,(703) 317-0288,,,
697,IHOP,None,Clinton, ,20735,(301) 868-4356,28,2.5,$$
698,Cafe Deluxe,None,McLean, ,22102,(703) 761-0600,303,3.5,$$
699,Bobby’s Burger Palace,None,Washington, ,20037,(202) 974-6260,572,3.5,$$
700,CRISP Kitchen + Bar,None,Washington, ,20001,(202) 853-9115,114,3.5,$$
701,Langston Bar & Grille,None,Washington, ,20002,(202) 397-3637,165,2.5,$$
702,Crepeaway,None,Washington, ,20036,(202) 973-0404,306,4.0,$
703,Meridian Deli,None,Arlington, ,22202,(703) 417-1975,23,1.5,$
704,Morrison-Clark Restaurant,None,Washington, ,20001,(202) 898-1200,21,4.0,$$
705,Coffee Castle,None,Springfield, ,22150,,1,5.0,
706,Fairfax Inn Restaurant,None,Falls Church, ,22044,(703) 532-0616,86,4.0,$
707,Le Chat Noir,None,Washington, ,20050,(202) 244-2044,212,3.5,$$
708,Grand Central,None,Washington, ,20009,(202) 986-1742,184,3.0,$$
709,Fast Gourmet,None,Washington, ,20009,(202) 448-9217,530,4.0,$$
710,Momofuku CCDC,None,Washington, ,20001,(202) 602-1832,826,3.5,$$
711,Chequers Restaurant & Lounge,None,Alexandria, ,22314,(703) 683-6000,1,1.0,
712,Jolt ‘N Bolt Coffee & Tea House,None,Washington, ,20009,,129,3.0,$
713,Crepes On The Walk,None,Washington, ,20001,(202) 393-4910,153,4.0,$
714,Paul,None,Washington, ,20036,(202) 524-4860,107,2.5,$$
715,Bon Vivant Cafe,None,Alexandria, ,22301,(571) 290-3820,136,3.5,$$
716,Potbelly Sandwich Shop,None,Washington, ,20017,(202) 971-3501,15,3.0,$
717,Paisley Fig,None,Washington, ,20010,(202) 425-0525,9,4.0,$
718,AG Kitchen,None,Silver Spring, ,20910,(301) 588-9400,283,3.0,$$
719,Bareburger,None,Washington, ,20009,(202) 888-4582,131,3.5,$$
720,Duality Espresso & Whiskey Bar,None,Washington, ,20009,(202) 506-7716,13,4.5,$$
721,The Oceanaire Seafood Room,None,Washington, ,20004,(202) 347-2277,443,3.5,$$$
722,Jack Rose Dining Saloon,None,Washington, ,20009,(202) 588-7388,505,3.5,$$
723,Infuse Restaurant and Lounge,None,Temple Hills, ,20748,(301) 449-9000,69,3.5,$$
724,Union Street Public House,None,Alexandria, ,22314,(703) 548-1785,361,3.5,$$
725,Culture Coffee,None,Washington, ,20011,(202) 507-8349,30,4.5,$
726,Redstone American Grill,None,National Harbor, ,20745,(301) 839-3330,444,3.0,$$
727,Praline Bakery,None,Bethesda, ,20816,(301) 229-8180,107,3.5,$$
728,Taylor Gourmet,None,Washington, ,20009,(202) 588-7117,180,3.0,$
729,Emissary,None,Washington, ,20036,(202) 642-2603,24,4.5,$
730,Mad Fox Taproom,None,Washington, ,20007,(202) 791-0389,41,3.5,$$
731,DC Born & Raised,None,Washington, ,20010,(202) 882-3287,5,4.0,$$
732,La Muterita,None,Hyattsville, ,20783,(301) 434-0064,,,$$
733,American City Diner,None,Washington, ,20015,(202) 244-1949,177,2.5,$$
734,Lindy’s Red Lion,None,Washington, ,20006,(202) 466-6000,188,3.5,$
735,America Eats Tavern,None,McLean, ,22102,(703) 744-3999,183,3.5,$$$
736,Copper Canyon Grill - Woodmore,None,Glenarden, ,20706,(301) 322-8600,298,3.5,$$
737,Denny’s,None,Alexandria, ,22306,(703) 765-0171,57,2.5,$
738,Blackwall Hitch,None,Alexandria, ,22314,(571) 982-3577,444,2.5,$$
739,Essy’s Carriage House,None,Arlington, ,22207,(703) 525-7899,42,4.0,$$
740,The Big Stick,None,Washington, ,20003,(202) 750-7724,89,3.5,$$
741,Potbelly Sandwich Shop,None,Washington, ,20001,(202) 347-1266,22,3.5,$
742,Society Fair,None,Alexandria, ,22314,(703) 683-3247,231,3.0,$$
743,IHOP,None,Alexandria, ,22315,(703) 971-0051,45,3.0,$
744,Sauciety,None,National Harbor, ,20745,(301) 567-3999,92,3.0,$$$
745,Rebellion,None,Washington, ,20009,(202) 299-0399,136,3.5,$$
746,True Food Kitchen,None,Fairfax, ,22031,(571) 326-1616,702,4.0,$$
747,The Cheesecake Factory,None,Washington, ,20015,(202) 364-0500,249,3.0,$$
748,Starbucks,None,Washington, ,20007,(202) 298-6822,32,3.5,$
749,Mocha Cafe & Pastry,None,Arlington, ,22201,(703) 527-2121,133,4.0,$
750,Junction Bakery & Bistro,None,Alexandria, ,22301,(703) 739-2424,74,3.0,$$
751,Anita’s New Mexico Style Mexican Food,None,Springfield, ,22151,(571) 297-4666,9,3.5,$
752,Barrel & Bushel,None,Tysons Corner, ,22102,(703) 848-6340,333,3.0,$$
753,Lucky’s Grill,None,Capitol Heights, ,20743,(301) 336-1551,53,4.0,$
754,Virtue Feed & Grain,None,Alexandria, ,22314,(571) 970-3669,1034,3.5,$$
755,Summers Restaurant,None,Arlington, ,22201,(703) 528-8278,121,2.5,$$
756,The Front Page,None,Arlington, ,22203,(703) 248-9990,214,2.5,$$
757,Marble & Rye,None,Arlington, ,22204,(703) 920-0706,56,3.5,$$
758,Ragtime,None,Arlington, ,22201,(703) 243-4003,192,3.5,$$
759,Sugar Shack Donuts,None,Alexandria, ,22314,(703) 577-9023,595,4.0,$
760,Bearnaise,None,Washington D.C, ,20003,(202) 450-4800,238,3.5,$$$
761,Penn Grill,None,Washington, ,20006,(202) 296-0620,123,4.5,$
762,D J Deli,None,Mc Lean, ,22102,(703) 761-1212,1,4.0,$
763,Mad Fox Brewing Company,None,Falls Church, ,22046,(703) 942-6840,804,3.5,$$
764,Summer House Santa Monica,None,North Bethesda, ,20852,(301) 881-2381,386,3.5,$$
765,Harth,None,McLean, ,22102,(703) 761-5131,173,3.5,$$$
766,Succotash,None,National Harbor, ,20745,(301) 567-8900,432,4.0,$$
767,Cinnabar,None,Arlington, ,22202,(703) 418-1234,27,2.5,$$
768,Cowboy Cafe,None,Arlington, ,22207,(703) 243-8010,106,3.5,$$
769,Modern Market,None,Rockville, ,20852,(301) 603-2953,,,
770,Modern Market,None,Rockville, ,20852,(301) 603-2953,,,
771,M’s Deli & Market,None,Arlington, ,22203,(703) 465-2920,,,
772,Filter Coffeehouse & Espresso Bar,None,Washington, ,20009,(202) 234-5837,451,4.0,$$
773,Skylight Cafe,None,Falls Church, ,22042,(703) 776-2544,4,2.5,$
774,Peet’s Coffee,None,Washington, ,20036,(202) 480-2003,38,3.5,$
775,Black’s Bar & Kitchen,None,Bethesda, ,20814,(301) 652-5525,434,4.0,$$$
776,Clyde’s of Chevy Chase,None,Chevy Chase, ,20815,(301) 951-9600,283,3.0,$$
777,Black Market Bistro,None,Garrett Park, ,20896,(301) 933-3000,243,4.0,$$$
778,St Elmo’s Coffee Pub,None,Alexandria, ,22301,(703) 739-9268,208,3.5,$
779,Arlington Rooftop Bar and Grill,None,Arlington, ,22201,(703) 528-3030,235,3.0,$$
780,The Light Horse,None,Alexandria, ,22314,(703) 549-0533,256,3.5,$$
781,AHRA Cafe & Sandwich Bar,None,Arlington, ,22209,(703) 522-2224,38,4.0,$
782,Caboose Cafe,None,Alexandria, ,22301,(703) 566-1283,143,4.0,$
783,Barnside Diner,None,Alexandria, ,22312,(703) 256-3318,240,3.5,$
784,Sweet & Natural,None,Mount Rainier, ,20712,(301) 277-9338,108,4.5,$$
785,Park Avenue Cafe,None,Falls Church, ,22042,(703) 207-9737,5,2.0,$
786,"WILDFIRE-STEAK, CHOPS & SEAFOOD-HERNDON, VA",None,McLean, ,22102,(703) 442-9110,599,3.5,$$$
787,Siné Irish Pub & Restaurant,None,Arlington, ,22202,(703) 415-4420,261,3.0,$$
788,Paul,None,Bethesda, ,20814,(301) 656-3285,86,2.5,$$
789,Philz Coffee,None,Washington, ,20003,(202) 506-3855,72,4.0,$$
790,Mason Social,None,Alexandria, ,22314,(703) 548-8800,209,3.5,$$
791,Starbucks,None,Washington, ,20001,(202) 681-5173,16,2.0,$$
792,Cheesetique,None,Arlington, ,22203,(703) 566-9189,37,3.5,$$
793,Barley Mac,None,Arlington, ,22209,(703) 372-9494,187,4.0,$$
794,LeoNora Bakery,None,Arlington, ,22201,(571) 527-0445,149,4.5,$$
795,Fresh Gourmet,None,McLean, ,22102,(703) 856-1544,,,
796,Tony & Joe’s Seafood Place,None,Washington, ,20007,(202) 944-4545,291,3.0,$$$
797,Lilit Cafe,None,Bethesda, ,20814,(301) 654-5454,167,4.5,$
798,Dolcezza,None,Washington, ,20005,(202) 817-3900,150,3.5,$$
799,DGS Delicatessen,None,Fairfax, ,22031,(703) 280-1111,124,4.0,$$
800,DGS Delicatessen,None,Fairfax, ,22031,(703) 280-1111,124,4.0,$$
801,Pizzeria Paradiso,None,Washington, ,20007,(202) 337-1245,628,3.5,$$
802,San Miguel Cafe,None,Springfield, ,22150,(703) 451-7500,,,
803,Foxfire Grill,None,Alexandria, ,22312,(703) 914-9280,130,3.5,$$
804,Courthaus Social,None,Arlington, ,22201,(703) 243-4900,148,3.5,$$
805,Silverado,None,Annandale, ,22003,(703) 354-4560,278,4.0,$$
806,Bump ‘n Grind,None,Silver Spring, ,20910,(301) 588-8000,137,4.0,$
807,Old Glory BBQ,None,Washington, ,20007,(202) 337-3406,451,3.0,$$
808,Silver Diner,None,Springfield, ,22150,(703) 924-1701,253,3.5,$$
809,Heckman’s Delicatessen,None,Bethesda, ,20814,(240) 800-4879,204,3.5,$$
810,Indigo Landing,None,Alexandria, ,22314,(703) 548-0001,199,3.0,$$
811,Tropical Smoothie Cafe,None,Alexandria, ,22314,(703) 299-8315,72,4.5,$
812,Bread & Water Co,None,Alexandria, ,22307,(703) 768-0100,132,3.5,$$
813,La Madeleine Country French Cafe,None,Rockville, ,20852,(240) 292-6056,42,3.5,$
814,President’s Sports Bar,None,Washington, ,20001,(202) 898-9000,33,3.0,$$
815,Mussel Bar & Grille,None,Arlington, ,22203,(703) 841-2337,373,3.5,$$
816,Mylo’s Grill,None,McLean, ,22101,(703) 533-5880,74,4.0,$$
817,Villain & Saint,None,Bethesda, ,20814,(240) 800-4700,57,3.5,$$
818,Ashlar Restaurant and Bar,None,Alexandria, ,22314,(703) 894-6345,17,4.5,$$$
819,Cheesetique,None,Alexandria, ,22301,(703) 706-5300,535,4.5,$$
820,Franklin’s,None,Hyattsville, ,20781,(301) 927-2740,479,4.0,$$
821,FDB Eatery,None,Falls Church, ,22042,(703) 534-4200,93,4.0,$$
822,Redwood Restaurant and Bar,None,Bethesda, ,20814,(301) 656-5515,380,3.0,$$$
823,Capitol City Brewing Company,None,Arlington, ,22206,(703) 578-3888,358,3.0,$$
824,Shortcake Bakery,None,Hyattsville, ,20781,(301) 779-2836,79,4.5,$
825,Cityhouse,None,Arlington, ,22209,(703) 276-8999,38,2.5,$$
826,Heavy Seas Alehouse,None,Arlington, ,22209,(703) 879-4388,279,3.5,$$
827,Italian Kitchen On U,None,Washington, ,20009,(202) 387-4992,214,3.0,$
828,T.J. Stone’s,None,Alexandria, ,22314,(703) 548-1004,323,3.5,$$
829,Chef Geoff’s Tysons Corner,None,Vienna, ,22182,(571) 282-6003,399,3.5,$$
830,Spider Kelly’s,None,Arlington, ,22201,(703) 312-8888,358,3.0,$$
831,Persimmon Restaurant,None,Chevy Chase, ,20815,(301) 654-9860,109,3.5,$$$
832,Buzz Bakeshop,None,Arlington, ,22217,(703) 650-9676,292,3.5,$$
833,Cafe Sazon,None,Arlington, ,22204,(703) 566-1686,59,4.5,$
834,Oz Restaurant and Bar,None,Arlington, ,22201,(703) 664-0693,173,3.5,$$
835,The Cheesecake Factory,None,Arlington, ,22201,(703) 294-9966,282,3.0,$$
836,The Limerick Pub,None,Wheaton, ,20902,(301) 946-3232,127,4.0,$$
837,Earl’s Sandwiches,None,Arlington, ,22203,(703) 647-9191,120,4.0,$
838,Daily Grill,None,Bethesda, ,20814,(301) 656-6100,107,3.0,$$
839,Barrel and Crow,None,Bethesda, ,20814,(240) 800-3253,119,3.5,$$
840,Barrel and Crow,None,Bethesda, ,20814,(240) 800-3253,119,3.5,$$
841,Sonoma Cellar,None,Alexandria, ,22314,(703) 966-3550,91,4.0,$$
842,Killer ESP,None,Alexandria, ,22314,(703) 200-3200,528,4.5,$
843,Jasper’s,None,Upper Marlboro, ,20774,(301) 883-9500,153,3.0,$$
844,Panera Bread,None,Washington, ,20010,(202) 588-8591,64,3.0,$
845,Trademark Drink And Eat,None,Alexandria, ,22314,(703) 253-8640,122,3.5,$$
846,Old Georgetown Grille,None,Bethesda, ,20814,(301) 652-0808,53,3.5,$
847,Matchbox - Merrifield,None,Fairfax, ,22031,(571) 395-4869,574,4.0,$$
848,Lia’s,None,Chevy Chase, ,20815,(240) 223-5427,230,3.5,$$
849,Nick’s Diner,None,Wheaton, ,20902,(301) 933-5459,121,4.0,$
850,Brickside Food & Drink,None,Bethesda, ,20814,(301) 312-6160,148,3.5,$$
851,Toscana,None,Washington, ,20002,(202) 525-2693,212,3.5,$$
852,Clarendon Grill,None,Arlington, ,22201,(703) 524-7455,177,3.0,$$
853,Around the Clock Chicken and Fish,None,Capitol Heights, ,20743,(240) 532-7776,39,4.0,$
854,Emma’s Espresso and Wine Bar,None,Alexandria, ,22301,(571) 431-6150,53,3.5,$$
855,Bastille,None,Alexandria, ,22314,(703) 519-3776,132,3.5,$$$
856,The Society Lounge,None,Silver Spring, ,20910,(301) 565-8864,267,3.0,$$
857,Gadsby’s Tavern Restaurant,None,Alexandria, ,22314,(703) 548-1288,215,3.5,$$
858,Copper Canyon Grill,None,Silver Spring, ,20910,(301) 589-1330,443,3.5,$$
859,Sweet Leaf,None,Arlington, ,22203,(703) 527-0807,61,4.5,$
860,Wagshal’s,None,Washington, ,20016,(202) 363-5698,134,3.0,$$
861,Bilbo Baggins,None,Alexandria, ,22314,(703) 683-0300,451,3.0,$$
862,Clyde’s of Tysons Corner,None,Vienna, ,22182,(703) 734-1901,291,3.0,$$
863,Mad Rose Tavern,None,Arlington, ,22201,(703) 600-0500,232,3.0,$$
864,Bell20,None,Arlington, ,22202,(703) 413-6520,22,2.5,$$
865,Manchester Bagel,None,Alexandria, ,22310,(703) 313-0708,68,4.0,$
866,The Majestic,None,Alexandria, ,22314,(703) 837-9117,76,4.5,$$
867,Buzz Bakeshop,None,Alexandria, ,22314,(703) 600-2899,569,3.5,$$
868,Irie at Woodmore,None,Glenarden, ,20706,(301) 386-4777,128,2.5,$$
869,Ray’s The Steaks,None,Arlington, ,22201,(703) 841-7297,1455,4.0,$$$
870,Fort Myer Officers’ Club,None,Arlington, ,22211,(703) 524-0200,10,4.0,$$$$
871,Laporta’s Restaurant,None,Alexandria, ,22314,(703) 683-6313,182,3.5,$$
872,Shilla Bakery,None,Annandale, ,22003,(703) 333-2001,550,3.5,$
873,Joe Theismann’s Restaurant,None,Alexandria, ,22314,(703) 739-0777,316,3.5,$$
874,Shilla Bakery,None,McLean, ,22102,(703) 388-2880,80,4.0,$
875,The Board and Brew,None,College Park, ,20740,(240) 542-4613,141,4.0,$$
876,Earls Kitchen + Bar,None,McLean, ,22102,(703) 847-1870,406,3.5,$$
877,GRAPE + BEAN,None,Alexandria, ,22314,(703) 664-0214,254,4.0,$$
878,Lost Dog Cafe,None,Arlington, ,22204,(703) 553-7770,493,4.0,$$
879,Daniel O’Connell’s Restaurant & Bar,None,Alexandria, ,22314,(703) 739-1124,381,3.5,$$
880,John Strongbow’s Tavern,None,Alexandria, ,22314,(703) 836-4000,173,3.0,$$
881,Dogfish Head Alehouse,None,Falls Church, ,22044,(703) 534-3342,537,4.0,$$
882,Roma Bakery Cafe,None,Rockville, ,20852,(301) 230-6508,,,
883,Sweet Fire Donna’s,None,Alexandria, ,22314,(571) 312-7960,410,4.0,$$
884,Sehkraft Brewing,None,Arlington, ,22201,(571) 341-5531,169,3.0,$$
885,BURGERFI,None,Silver Spring, ,20910,(301) 565-2100,191,3.5,$$
886,Meritage,None,Bethesda, ,20852,(301) 822-9234,17,4.0,$$$
887,La Madeleine,None,Alexandria, ,22315,(571) 385-2455,77,3.0,$$
888,Bar Louie,None,Arlington, ,22202,(571) 302-7420,157,2.5,$$
889,Tango Pastry,None,Alexandria, ,22303,(703) 477-2577,58,4.5,$
890,Celebrity Delly,None,Falls Church, ,22042,(703) 573-9002,189,3.5,$$
891,Fishnet,None,College Park, ,20740,(301) 220-1070,196,4.0,$$
892,Panera Bread,None,Alexandria, ,22314,(703) 236-2789,24,3.5,$
893,City Perch,None,North Bethesda, ,20852,(301) 231-2310,325,4.0,$$
894,2941 Restaurant,None,Falls Church, ,22042,(703) 270-1500,598,4.0,$$$
895,Rock Bottom Restaurant & Brewery,None,Bethesda, ,20814,(301) 652-1311,304,3.0,$$
896,"Old Line Fine Wine, Spirits & Bistro",None,Beltsville, ,20705,(301) 937-6999,162,4.0,$$
897,American Tap Room,None,Bethesda, ,20814,(301) 656-1366,365,2.5,$$
898,Restaurant Eve,None,Alexandria, ,22314,(703) 706-0450,516,4.0,$$$$
899,La Fromagerie,None,Alexandria, ,22314,(703) 879-2467,114,4.0,$$
900,Wildwood Kitchen by Robert Wiedmaier,None,Bethesda, ,20814,(301) 571-1700,124,3.5,$$$
901,Santini’s New York Style Deli,None,McLean, ,22101,(703) 748-7777,61,3.0,$
902,Colette’s Cafe,None,Greenbelt, ,20770,(301) 474-2042,2,5.0,
903,4935 Bar and Kitchen,None,Bethesda, ,20814,(301) 951-4935,172,4.0,$$
904,Wild Tomato,None,Cabin John, ,20818,(301) 229-0680,116,3.5,$$
905,Bobby’s Burger Palace,None,College Park, ,20740,(240) 542-4702,211,3.0,$$
906,Shady Oaks Inn,None,District Heights, ,20747,(301) 736-0200,4,4.5,$$
907,Thirsty Bernie,None,Arlington, ,22207,(703) 248-9300,138,2.5,$$
908,Star Nut Gourmet,None,McLean, ,22101,(703) 749-9090,32,3.5,$$
909,Grounded Coffee Shop,None,Alexandria, ,22310,(703) 341-6612,165,4.5,$
910,Panera Bread,None,Beltsville, ,20705,(301) 931-6707,28,3.5,$$
911,Panera Bread,None,Alexandria, ,22306,(703) 768-8793,62,3.0,$
912,Alley Cat,None,Alexandria, ,22304,(703) 461-0450,75,3.0,$$
913,Idylwood Grill & Wine Bar,None,Falls Church, ,22043,(703) 992-0915,119,4.0,$$$
914,Rock It Grill,None,Alexandria, ,22314,(703) 739-2274,210,3.0,$$
915,TJ’s of Calverton,None,Beltsville, ,20705,(301) 572-7117,47,3.5,$$
916,Peet’s Coffee,None,Bethesda, ,20814,(240) 204-6830,46,4.0,$
917,Olde Towne Inn,None,Upper Marlboro, ,20774,,38,2.0,$$
918,Mike’s American Grill,None,Springfield, ,22150,(703) 644-7100,1051,4.5,$$
919,JukeBox Diner,None,Annandale, ,22003,(703) 916-8300,110,3.5,$
920,Caddies On Cordell,None,Bethesda, ,20814,(301) 215-7730,140,3.5,$$
921,Kilroy’s,None,Springfield, ,22151,(703) 321-7733,144,3.0,$$
922,Open Road Grill,None,Falls Church, ,22042,(571) 395-4400,255,4.0,$$
923,Blackfinn Ameripub,None,Merrifield, ,22180,(703) 207-0100,342,3.5,$$
924,Fire Station 1,None,Silver Spring, ,20910,(301) 585-1370,413,2.5,$$
925,Pastry Xpo,None,Falls Church, ,22042,(571) 282-4970,267,3.5,$$
926,Panera Bread,None,Silver Spring, ,20910,(301) 495-0860,71,3.5,$
927,Booeymonger,None,Arlington, ,22201,(703) 894-2170,80,3.0,$
928,La Madeleine French Bakery & Cafe,None,McLean, ,22102,(703) 962-1260,165,3.0,$$
929,J’Ollies Restaurant,None,Lanham, ,20706,(301) 577-3073,11,2.0,$$
930,Cadillac Ranch,None,Oxon Hill, ,20745,(301) 839-1100,460,2.5,$$
931,Sea Pearl Restaurant & Lounge,None,Falls Church, ,22042,(703) 372-5161,327,3.5,$$$
932,Tower Oaks Lodge,None,Rockville, ,20852,(301) 294-0200,515,3.5,$$
933,Stanford Grill,None,Rockville, ,20852,(240) 582-1000,135,4.0,$$$
934,Sweetwater Tavern,None,Falls Church, ,22042,(703) 645-8100,660,4.0,$$
935,Brine,None,Fairfax, ,22031,(703) 280-1000,227,3.5,$$
936,Portabellos,None,Arlington, ,22207,(703) 528-1557,38,3.0,$$
937,The Cheesecake Factory,None,McLean, ,22102,(703) 506-9311,320,3.0,$$
938,Mom & Pop Coffee Shop,None,Fairfax, ,22031,(703) 992-8701,106,3.5,$$
939,The Cheesecake Factory,None,Bethesda, ,20817,(301) 469-5166,270,3.0,$$
940,Crave,None,Bethesda, ,20817,(301) 469-9600,194,3.0,$$
941,Moe’s Peyton Place,None,Springfield, ,22150,(703) 451-6620,33,3.5,$
942,Anthony’s Restaurant,None,Falls Church, ,22042,(703) 532-0100,91,3.5,$$
943,Mica’s Restaurant,None,Silver Spring, ,20910,(301) 589-0800,10,2.5,$$
944,American Girl DC,None,McLean, ,22102,(877) 247-5223,45,3.0,$$$
945,Ellipse Restaurant,None,Falls Church, ,22042,(703) 849-9400,12,3.0,$$
946,Jason’s Deli,None,Falls Church, ,22043,(703) 448-5514,181,4.0,$
947,Einstein Bros,None,Springfield, ,22152,(703) 913-6175,38,2.5,$
948,Vie De France Bakery Cafe,None,Potomac, ,20854,(301) 299-0904,54,3.5,$
949,Houlihan’s,None,Springfield, ,22150,(703) 971-8809,84,3.0,$$
950,DRP Belle Haven Pizzeria,None,Alexandria, ,22307,(703) 765-5300,79,3.5,$$
951,Breeze Bakery Cafe,None,Annandale, ,22003,(703) 462-9093,565,4.0,$
952,Grevey’s Restaurant & Sports Bar,None,Falls Church, ,22042,(703) 560-8530,163,3.0,$$
953,Panera Bread,None,Alexandria, ,22312,(703) 658-5204,65,2.5,$
954,Mister Days Sport Rock Cafe,None,Arlington, ,22201,(703) 527-1600,219,2.5,$$
955,iPic Theaters,None,North Bethesda, ,20852,(301) 231-2300,531,3.5,$$
956,Gordon Biersch Brewery Restaurant,None,Mclean, ,22102,(703) 388-5454,392,3.0,$$
957,Topgolf,None,Alexandria, ,22315,(703) 924-2600,377,3.5,$$
958,HoneyBaked Ham,None,Falls Church, ,22046,(703) 556-4455,18,2.5,$$
959,Bungalow Sports Grill,None,Alexandria, ,22310,(703) 924-8730,96,3.0,$$
960,Hunter’s Bar and Grill,None,Potomac, ,20854,(301) 299-9300,45,3.0,$$
961,Yard House,None,Springfield, ,22150,(703) 924-7345,651,3.5,$$
962,Panera Bread,None,West Springfield, ,22152,(703) 644-2259,53,2.5,$
963,Marketplace Café,None,Bethesda, ,20817,(301) 765-3042,41,3.5,$$
964,Angelika Film Center & Cafe at Mosaic,None,Fairfax, ,22031,(571) 512-3301,307,4.0,$$
965,Red Apron Butcher,None,Fairfax, ,22031,(703) 676-3550,205,4.0,$$
